Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
5789,REGIONAL ROAD 174 btwn OR174 IC102 RAMP61 & OR174 IC101 RAMP36,382245.5099,5038636.164,-75.50930887,45.48335344,2014-03-02,9:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Chatelaine Village
5790,INDUSTRIAL AVE btwn TRAINYARDS DR & RUSSELL RD,371887.6222,5030500.559,-75.64290133,45.41122554,2014-03-06,8:51,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
5791,WILBROD ST btwn FRIEL ST & CHAPEL ST,368971.3326,5032320.558,-75.67991833,45.42787472,2014-03-30,0:00,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Sandy Hill
5792,STRANDHERD DR btwn Continuation of STRANDHERD DR & MCKENNA CASEY DR,361804.2153,5013677.695,-75.7736515,45.26074794,2014-04-10,13:08,01 - Clear,01 - Dry,08 - Traffic gate,05 - At railway crossing,01 - Daylight,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
5793,GREENBANK RD @ 220 N OF STRANDHERD DR,363848.8664,5014984.37,-75.7474454,45.27233679,2014-03-21,17:55,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,New Barrhaven
5794,NORTH BOWESVILLE RD @ UPLANDS DR,368302.137,5022787.542,-75.68969592,45.34216044,2014-03-06,14:50,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Hunt Club - Ottawa Airport
5795,MCCARTHY RD @ WALKLEY RD,369251.1391,5025299.575,-75.67726018,45.36467651,2014-03-30,4:54,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,Riverside Park
5796,MARCH RD btwn CAMPEAU DR/HWY 417 MARCH IC138R63 & HWY417 IC138 RAMP62,352778.7821,5020617.767,-75.88797517,45.32386989,2014-03-30,9:14,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
5797,HAWTHORNE RD/RUSSELL RD @ WALKLEY RD,374674.27,5028500.489,-75.60758729,45.39295723,2014-03-30,15:01,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Sheffield Glen
5798,COLONNADE RD    N btwn COLONNADE RD & CORINTH PRIV,366268.485,5023052.887,-75.7156104,45.34472911,2014-03-11,21:34,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement,Industrial Park
5799,METCALFE ST @ SLATER ST,367732.1705,5031548.628,-75.69585132,45.42104174,2014-03-14,19:33,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Downtown
5800,ST. LAURENT BLVD/DUNBARTON CRT @ BRITTANY DR,371331.3704,5034337.316,-75.64948878,45.44580007,2014-01-22,18:20,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Cemetery
5801,HUNT CLUB RD btwn NORTH BOWESVILLE RD & BILLY BISHOP PRIV,368690.715,5022330.181,-75.68479712,45.33800993,2014-01-23,8:06,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Hunt Club - Ottawa Airport
5802,SMYTH RD btwn OTHELLO AVE & ST. LAURENT BLVD,373258.4544,5029374.354,-75.62554624,45.40095972,2014-04-09,17:20,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Elmvale - Eastway - Riverview - Riverview Park West
5803,BRONSON AVE @ CATHERINE ST/RAYMOND ST,367253.1824,5029797.514,-75.70219313,45.40532867,2014-03-22,11:06,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Centretown West
5804,BLAIR RD btwn MEADOWBROOK RD & LAURA PRIV,375207.0568,5032292.612,-75.60024193,45.42702337,2014-03-25,6:18,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Greenbelt
5805,CAMBRIDGE ST @ SOMERSET ST,366898.127,5030433.643,-75.70664821,45.41108397,2014-04-07,21:01,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Chinatown
5806,GREENBANK RD @ MEADOWBANK DR,360767.0996,5022186.502,-75.78590497,45.33739392,2014-04-08,7:35,02 - Rain,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Briar Green - Leslie Park
5807,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD,379860.2686,5036471.581,-75.54014744,45.46413877,2014-07-29,13:35,01 - Clear,01 - Dry,11 - Roundabout,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Chapel Hill
5808,ST. JOSEPH BLVD @ JEANNE D'ARC BLVD,379859.3207,5036472.529,-75.54015942,45.4641474,2014-07-31,14:37,01 - Clear,01 - Dry,11 - Roundabout,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Greenbelt
5809,WOODROFFE AVE btwn SPORTSPLEX S/TRANSIT & VAAN DR,363934.5105,5020671.221,-75.7456758,45.32349973,2014-02-14,21:23,05 - Drifting Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
5810,CATHERINE ST @ METCALFE ST,368393.2432,5030486.349,-75.68754205,45.41142393,2014-03-30,23:18,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Centretown
5811,RIVERSIDE DR NB btwn DATA CENTRE RD & BILLINGS BRIDGESC RAMP NB,368939.6291,5027704.135,-75.68092401,45.38634062,2014-04-01,8:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Alta Vista
5812,MONTREAL RD @ VANIER PKWY,370071.288,5033066.54,-75.66576398,45.43448497,2014-04-05,11:35,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Vanier
5813,DONNELLY DR btwn BEAMAN LANE & MERLYN WILSON RD,368807.8399,4990453.178,-75.68739546,45.05116975,2014-04-05,12:35,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Munster Hamlet - Richmond
5814,HUNT CLUB RD btwn ALBION RD S & TURN LANE (1),371889.0265,5024322.799,-75.64372298,45.35564031,2014-03-11,20:58,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Greenboro East
5815,"EGLISE, RUE DE L @ MONTREAL RD",371158.432,5033634.351,-75.65179411,45.43949156,2014-04-10,13:35,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Vanier South
5816,March Rd btwn Golden Line and Ramsay Concession 12 ,332526.2415,5013149.46,-76.14673044,45.25775777,2014-02-21,18:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Carp - Hardwood Plains
5817,Grand Vista Circ btwn Half Moon Bay and Half Moon Bay,376239.5893,5035136.326,-75.58663574,45.45250467,2014-03-24,17:09,01 - Clear,06 - Ice,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Greenbelt
5818,Capuchon Way btwn Annisettes Ridge and Fantail Walk,372731.2045,5029656.72,-75.63224139,45.40355168,2014-03-25,9:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Elmvale - Eastway - Riverview - Riverview Park West
5819,Birchland Cres btwn Birchland Cres and Birchland Cres,375677.8283,5034368.102,-75.5939277,45.44564986,2014-03-26,14:46,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Beacon Hill South - Cardinal Heights
5820,March Rd btwn Golden Line and Ramsay Concession 12 ,348771.7611,5023411.721,-75.93883851,45.34927306,2014-03-30,16:16,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Morgan's Grant
5821,Challengen Cres btwn Antigonish Ave and Antigonish Ave ,366897.524,5025860.339,-75.70723142,45.3699346,2014-03-30,20:23,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Civic Hospital - Experimental Farm - Central Park
5822,Via Amalfi btwn Via Verona  and Via Verona,370967.433,5031954.633,-75.65446095,45.42439629,2014-03-15,23:44,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Overbrook
5823,Highbury Park Dr btwn Via Verona Ave and Via San Marino St,364551.1713,5025506.634,-75.73722621,45.36695598,2014-01-28,8:17,01 - Clear,04 - Slush,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Civic Hospital - Experimental Farm - Central Park
5824,Ardmore St btwn Southbridge St and Mareth Way,377981.9488,5032871.069,-75.56469925,45.43194313,2014-04-09,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Blackburn Hamlet
5825,Tennant Way btwn Mattingly Way and Southbridge St,372769.4664,5027383.702,-75.63206582,45.38309633,2014-04-09,18:15,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Elmvale - Eastway - Riverview - Riverview Park West
5826,Windy Ln btwn Trestle St and Chriscraft Way,364166.1709,5021886.23,-75.74257528,45.33441273,2014-03-07,21:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Tanglewood
5827,Cedarstone St btwn Corndav Way and Rochelle Dr,362488.2701,5027690.595,-75.76330351,45.38677984,2014-03-24,16:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Carlingwood - McKellar Park - Laurentien View
5828,Findlay Creek Dr btwn Woodbriar Way and Gracewood Cres,369406.2838,5031948.584,-75.67440921,45.4244878,2014-04-08,9:32,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Sandy Hill
5829,Autumnfield St btwn Crownridge Dr and Meadowbreeze Dr,370332.2394,5033210.743,-75.66240991,45.43575804,2014-04-08,9:05,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Vanier South
5830,Birchland Cres btwn Birchland Cres and Birchland Cres,361259.0452,5021017.489,-75.77976198,45.32683574,2014-04-01,9:20,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
5831,Hibiscus Way btwn Peerless St and Helena Campbell Rd,371374.4168,5032816.93,-75.6491442,45.43211624,2014-04-05,16:25,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Castle Heights
5832,Meadowhawk Cres btwn Andre Audet Ave  and Andre Audet Ave ,327408.6921,5034686.941,-76.21094901,45.45174695,2014-04-05,17:30,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Fitzro
5833,Lily Pond St btwn Crownridge Dr and Meadowbreeze Dr ,362550.1641,5023769.557,-75.76297154,45.35149365,2014-03-13,15:00,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Iris
5834,Brambling Way btwn Towhee Pl and Regatta Ave ,361493.4211,5020471.2,-75.77683487,45.32190134,2014-04-07,19:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,04 - Sideswipe,Greenbelt
5835,Rivertree St btwn Crownridge Dr and Meadowbreeze Dr,377127.3125,5035239.592,-75.57527237,45.45334247,2014-03-25,17:34,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
5836,Autumnfield St btwn Crownridge Dr and Meadowbreeze Dr,366424.3974,5020024.065,-75.71399808,45.31746254,2014-03-27,13:43,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
5837,Via Amalfi btwn Via Verona  and Via Verona ,375406.9138,5021502.426,-75.59923113,45.3299184,2014-03-29,3:12,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenbelt
5838,Nestleton St btwn Terrapin Ter and Annisettes Ridge ,388067.2539,5022163.417,-75.43763122,45.33447758,2014-03-29,10:14,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,07 - SMV other,Navan - Vars
5839,Flowing Creek Circ btwn Flowing Creek Circ and Flowing Creek Circ,367358.1752,5031098.572,-75.70068691,45.41702582,2014-03-31,5:54,01 - Clear,03 - Loose snow,01 - Traffic signal,03 - At intersection,03 - Dawn,03 - P.D. only,02 - Angle,Centretown
5840,Meadowbreeze Dr btwn Flowing Creek Circ and Hawkbirch St,372590.0414,5027304.177,-75.63436764,45.38239818,2014-03-31,7:51,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Playfair Park - Lynda Park - Guildwood Estates
5841,Terry Fox Dr btwn Second Line Rd and Richardson Side Rd,379628.025,5038302.157,-75.54283812,45.48063378,2014-03-24,7:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Orleans South West
5842,Terry Fox Dr btwn Second Line Rd and Richardson Side Rd,355189.5747,5014615.057,-75.85783459,45.26968744,2014-03-26,20:28,01 - Clear,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,Bridlewood - Emerald Meadows
5843,No Location Given,370467.1812,5033286.646,-75.66067523,45.43642833,2014-01-29,17:23,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,Vanier South
5844,No Location Given,359389.2729,5023393.17,-75.80335044,45.34836009,2014-04-09,18:26,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Bayshore
5845,White Alder btwn Mocha Priv and Meadowlilly Rd ,371271.1551,5023902.845,-75.65166465,45.35192055,2014-03-25,16:38,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,South Keys - Heron Gate - Greenboro West
5846,Panisset Ave btwn Laughlin Circ  and Laughlin Circ ,347595.942,5023728.293,-75.95381606,45.3521944,2014-03-26,5:02,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Carp - Hardwood Plains
5847,Silvertip Ln btwn Brettonwood Ridge and Mission Trail Cres,360004.306,5024629.684,-75.79536413,45.35943808,2014-04-08,6:30,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Whitehaven - Queensway Terrace North
5848,Half Moon Bay Rd btwn Tucana Way and Callisto Way,391420.2953,5032663.451,-75.39301695,45.42853991,2014-04-08,11:36,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Navan - Vars
5849,Espin Heights btwn Abetti Ridge  and Abetti Ridge ,379861.2164,5036469.685,-75.54013561,45.46412161,2014-04-16,12:34,01 - Clear,01 - Dry,11 - Roundabout,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Chapel Hill
5850,Cedarlakes Way btwn Spartan Grove St and Stagecoach Rd,364790.1683,5026653.543,-75.73403619,45.37725526,2014-02-26,9:30,01 - Clear,05 - Packed snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Carlington
5851,White Artic Ave btwn Grand Canal St and River Mist RD,363181.1605,5026640.437,-75.75458003,45.37727325,2014-02-27,17:21,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,05 - Dusk,03 - P.D. only,05 - Turning movement,Carlingwood - McKellar Park - Laurentien View
5852,Birchland Cres btwn Birchland Cres and Birchland Cres,387065.1551,5037473.296,-75.44786037,45.47233986,2014-04-05,20:15,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Cardinal Creek
5853,Terry Fox Dr btwn Second Line Rd and Richardson Side Rd,349133.3722,5002572.016,-75.93608301,45.16172663,2014-04-05,20:26,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
5854,Silver Sage Ave btwn Claridge Dr and Twinflower Way,369403.842,5010713.08,-75.67721161,45.23341577,2014-03-14,9:59,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Manotick
5855,Prestige Circ btwn Jeanne d'Arc Blvd N and Prestige Circ,368755.4945,5028536.682,-75.6831673,45.39384846,2014-04-10,16:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Old Ottawa South
5856,Percifor Way btwn Travis St  and Travis St ,353674.0988,5018423.512,-75.8767715,45.30406378,2014-04-10,17:15,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Greenbelt
5857,Longfields Dr btwn Chapman Mills Dr and Glenroy Gilbert Dr,349364.8715,5020297.794,-75.93155011,45.32121573,2014-03-29,9:40,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata
5858,Contour St btwn Butterfly Walk and Trailsedge Way,365258.1439,5022988.674,-75.72850987,45.34423914,2014-03-29,14:56,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Borden Farm - Stewart Farm - Parkwood Hills - Fisher Glen
5859,Barrick Hill Rd btwn Oakglade Ave and Moorpark Ave ,363933.21,5014784.417,-75.74639438,45.27053052,2014-03-29,15:28,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,New Barrhaven
5860,Boothfield St btwn Grand Tully Way and Wildcarrot Cres,355836.686,5017133.932,-75.84932929,45.29230612,2014-03-30,8:03,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Bridlewood - Emerald Meadows
5861,Longfields Dr btwn Lindenshade Dr and Marketplace/Clearbrook Dr,384196.1291,5038251.822,-75.48442237,45.47967637,2014-03-08,13:00,01 - Clear,03 - Loose snow,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,07 - SMV other,Fallingbrook
5862,Cooks Mill Cres btwn Grand Tully Way and Whitecliffs Ave ,350811.1423,5018931.336,-75.91322998,45.30882669,2014-03-28,19:04,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement,Kanata
5863,Via Verona Ave btwn Via Amalfi St and Via San Marino ,369501.8959,5010772.631,-75.67595519,45.2339426,2014-01-30,8:26,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,Manotick
5864,Bretby Cres btwn Bamburgh Way  and Bamburgh Way ,384781.2996,5037599.068,-75.47704477,45.47373673,2014-02-02,19:57,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,02 - Angle,Fallingbrook
5865,Percifor Way btwn Travis St  and Travis St ,368121.1358,5031274.433,-75.69091685,45.41853953,2014-04-09,18:37,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Centretown
5866,Gerry Lalonde Dr btwn Brian Coburn Blvd and Trigoria Cres,383559.7218,5037084.763,-75.49274865,45.46924833,2014-03-26,17:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Orlans
5867,Southbridge St btwn Tennant Way and Summerhill St ,380978.3458,5035512.24,-75.52600044,45.45538636,2014-03-27,14:25,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Orleans Village - Chateauneuf
5868,Percifor Way btwn Travis St  and Travis St ,368551.679,5030579.621,-75.68550604,45.41224875,2014-04-08,11:46,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown
5869,Stalwart Cres btwn White Alder Ave  and White Alder Ave ,371607.3147,5024095.558,-75.64734886,45.35362257,2014-04-08,12:04,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,South Keys - Heron Gate - Greenboro West
5870,Watershield Ridge btwn Gentian Heights and Springbeauty Ave ,379861.2164,5036469.685,-75.54013561,45.46412161,2014-04-16,15:53,01 - Clear,01 - Dry,11 - Roundabout,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Chapel Hill
5871,Caldermill Priv btwn Callisto Way and Callisto Way,379860.2686,5036470.633,-75.54014758,45.46413024,2014-04-19,12:20,01 - Clear,01 - Dry,11 - Roundabout,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Chapel Hill
5872,Callisto Way btwn Triton Pl and Half Moon Bay Rd,367802.6185,5031965.729,-75.69489788,45.42478834,2014-02-18,8:15,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Byward Market - Parliament Hill
5873,Maloja Way btwn Campobello Dr and Milbank Ln,366011.6434,5020979.19,-75.7191441,45.32609274,2014-03-03,15:48,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
5874,Magic Morning Way btwn Nightshade Pl and Evening Shadow Ave ,373149.2046,5027607.587,-75.62718633,45.3850738,2014-03-03,17:18,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Urbandale
5875,Secone Line Rd btwn Terry Fox Dr and Brady Ave ,351252.0735,5014042.503,-75.9080649,45.26480652,2014-04-01,14:18,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end,Stittsville
5876,Spring Valley Dr btwn Knotridge ST and Dovehaven St,360007.7485,5024633.933,-75.79531972,45.35947605,2014-04-01,21:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Whitehaven - Queensway Terrace North
5877,Terry Fox Dr btwn Westphalian Ave and Castlefrank Rd ,363146.3249,5028237.43,-75.75483601,45.39164567,2014-04-05,13:40,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Westboro
5878,Talos Circ btwn Nixon Farm Dr and Talos Circ,372016.2577,5030460.621,-75.64126354,45.41085385,2014-03-19,7:39,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
5879,Terry Fox Dr btwn Huntsville Dr and Second Line Rd,371643.3335,5012109.552,-75.64850509,45.245772,2014-03-19,8:47,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,Manotick
5880,Terry Fox Dr btwn Westphalian Ave and Castlefrank Rd ,356416.2381,5012801.609,-75.8423914,45.25328068,2014-04-10,20:23,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Munster Hamlet - Richmond
5881,Terry Fox Dr btwn Huntsville Dr and Second Line Rd,362082.1361,5026974.469,-75.76857264,45.38036955,2014-04-10,21:59,02 - Rain,02 - Wet,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Carlingwood - McKellar Park - Laurentien View
5882,Aveia Priv btwn Old Montreal Rd and Lionel Priv ,370273.871,5026138.256,-75.66409491,45.37212791,2014-01-22,9:15,01 - Clear,99 - Other,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Ledbury - Heron Gate - Ridgemont - Elmwood
5883,Laguna St btwn Sunburst ST and Rotary Way,372906.0923,5027463.531,-75.63031037,45.38380132,2014-03-30,12:30,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,Elmvale - Eastway - Riverview - Riverview Park West
5884,Devine Rd btwn Frontier Rd and Mcvagh Rd,336826.3929,5034886.042,-76.09053386,45.45317038,2014-03-30,14:05,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Woodlawn
5885,Tourmaline Cres btwn Mancini Way and Mancini Way ,372597.1357,5031239.68,-75.63373609,45.41780743,2014-03-31,12:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Industrial Park
5886,KIRKWOOD AVE @ MERIVALE RD,364853.2275,5026647.49,-75.73323185,45.3771954,2014-03-31,13:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Carlington
5887,TERRY FOX DR btwn COPE DR & TRANS CANADA TRAIL,353293.0722,5015944.834,-75.8818723,45.28178646,2014-03-30,20:34,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Glen Cairn - Kanata South Business Park
5888,BRYCE PL btwn STITTSVILLE MAIN ST & END,349202.1374,5015561.001,-75.93404998,45.2786029,2014-03-31,17:00,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Stittsville
5889,QUEEN ST btwn LYON ST N & KENT ST,367165.7263,5031374.975,-75.70311063,45.41952999,2014-02-08,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Downtown
5890,DONALD ST @ ELAINE DR,372333.1111,5032480.688,-75.63693909,45.42899898,2014-02-10,8:45,01 - Clear,04 - Slush,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Cummings
