Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
7490,HUNT CLUB RD btwn CAHILL DR & LORRY GREENBERG DR,372590.6914,5024653.105,-75.63472315,45.3585448,4/8/2015,20:04,03 - Snow,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Greenboro East
7491,BIRCHFIELD AVE btwn Continuation of BIRCHFIELD AVE & Continuation of B,355830.9013,5015631.435,-75.84955757,45.27878678,3/19/2015,20:52,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Bridlewood - Emerald Meadows
7492,BRONSON AVE @ IMPERIAL AVE/PLYMOUTH ST,367316.4337,5029645.612,-75.70140446,45.40395625,3/14/2015,11:55,02 - Rain,02 - Wet,10 - No control,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown West
7493,CYRVILLE RD @ OGILVIE RD,372454.683,5032005.088,-75.63545093,45.424708,3/14/2015,1:04,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Cummings
7494,QUEEN MARY ST @ VANIER PKWY,370361.7828,5031957.103,-75.66219925,45.42447554,2/1/2015,14:05,03 - Snow,04 - Slush,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Overbrook
7495,PALLADIUM DR btwn HUNTMAR DR & HWY417 IC142 RAMP25,349571.3886,5017203.784,-75.92919549,45.29336178,3/19/2015,22:40,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,02 - Angle,Stittsville - Basswood
7496,PRINCE OF WALES DR @ NORMANDY CRES/MELFA CRES ,367426.3169,5025224.535,-75.70056183,45.36416673,3/29/2015,12:59,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Carleton Heights - Rideauview
7497,DUSSERE ST @ ST. JOSEPH BLVD,380854.7734,5037129.004,-75.52733005,45.46994616,1/29/2015,11:00,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
7498,GLADSTONE AVE btwn KENT ST & BANK ST,367891.0783,5030549.932,-75.69394885,45.41204149,2/3/2015,12:48,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown
7499,EMOND ST @ MONTREAL RD,370194.7971,5033134.611,-75.66417653,45.43508591,4/16/2015,9:03,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Vanier
7500,RIVERSIDE DR SB btwn HWY417 IC117 RAMP53 & HWY417 IC117 RAMP52,370798.6541,5030991.86,-75.65674647,45.41574961,4/16/2015,10:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
7501,ST. LAURENT BLVD btwn INDUSTRIAL AVE & BOURASSA ST,373132.1418,5029931.879,-75.62708225,45.40598841,4/7/2015,16:18,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Industrial Park
7502,POCONO CRES btwn GARDENWAY DR & GARDENWAY DR,384165.745,5036909.584,-75.48502778,45.46760363,4/7/2015,18:17,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,99 - Other,Fallingbrook
7503,CUMMINGS AVE @ OGILVIE RD,372747.7563,5032172.031,-75.63168319,45.42618167,2/27/2015,18:48,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Cummings
7504,JAMES ST @ KENT ST,367659.7135,5030596.164,-75.69689858,45.41247829,2/27/2015,18:30,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Centretown
7505,ELVASTON AVE btwn BAINBRIDGE AVE & SHOREHAM AVE,361329.281,5021181.303,-75.77884736,45.32830408,2/23/2015,7:52,01 - Clear,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
7506,CARLING AVE @ ROCHESTER ST,366992.7132,5029043.999,-75.70561519,45.39857194,2/21/2015,16:48,03 - Snow,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Centretown West
7507,CONROY RD @ HUNT CLUB RD,373763.74,5025404.041,-75.61964739,45.36518701,3/10/2015,12:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenboro East
7508,BEAUDRY ST btwn STEVENS AVE & DONALD ST,370830.8546,5032379.491,-75.6561491,45.42823189,3/4/2015,15:49,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Vanier South
7509,DONALD ST btwn ST. LAURENT BLVD & GL/OT BOUNDARY,372105.2792,5032473.067,-75.63985145,45.42895237,2/25/2015,9:46,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,Overbrook
7510,BESSERER ST @ WALLER ST,368315.7913,5032190.579,-75.68831177,45.42676505,2/25/2015,9:25,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Byward Market - Parliament Hill
7511,KENT ST @ QUEEN ST,367178.7305,5031388.026,-75.70294283,45.41964626,3/23/2015,11:30,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
7512,WELLINGTON ST btwn KENT ST & BANK ST,367153.6216,5031561.124,-75.70324172,45.42120598,3/23/2015,13:10,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
7513,FRANK KENNY RD E @ INNES RD,387870.2614,5037737.22,-75.43752052,45.47461906,4/8/2015,21:30,03 - Snow,02 - Wet,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,Navan - Vars
7514,KNOXDALE RD btwn NEWHAVEN ST & AURORA CRES,362554.1086,5021332.718,-75.76320567,45.32956679,3/19/2015,16:07,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
7515,CARP RD btwn STYLES SIDE RD & KINBURN SIDE RD,332038.1249,5030996.598,-76.15196714,45.41837477,3/19/2015,11:31,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Car
7516,REGIONAL ROAD 174 btwn TRANSIT & OR174 IC105 RAMP51,378829.1403,5036672.957,-75.55330111,45.46606063,3/13/2015,21:32,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Greenbelt
7517,MCARTHUR AVE @ NORTH RIVER RD,369820.2371,5032647.077,-75.66902773,45.4307342,3/13/2015,21:14,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,02 - Angle,Vanier South
7518,BANTREE ST @ INNES RD,373705.7232,5030408.001,-75.61968928,45.4102161,2/2/2015,14:30,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Industrial Park
7519,ALBION RD @ WYLDEWOOD ST,372292.7366,5023293.991,-75.63871132,45.34634471,2/1/2015,13:06,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill
7520,BANK ST @ GLADSTONE AVE,367915.7425,5030563.173,-75.69363208,45.4121584,3/20/2015,12:27,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Centretown
7521,BANK ST @ HERON RD,369995.72,5026851.06,-75.66755159,45.37856743,3/20/2015,13:29,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Alta Vista
7522,SMYTH RD E/LANCASTER RD @ ST. LAURENT BLVD N/R,373365.4601,5029425.026,-75.62417252,45.40140517,3/30/2015,20:49,04 - Freezing Rain,06 - Ice,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Sheffield Glen
7523,LAFONTAINE AVE @ RICHELIEU AVE,370927.7058,5033171.074,-75.65480521,45.43534506,2/21/2015,12:30,03 - Snow,05 - Packed snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Vanier South
7524,ST. JOSEPH BLVD @ TENTH LINE RD,382887.5398,5038669.745,-75.50109187,45.48358405,2/8/2015,12:49,03 - Snow,06 - Ice,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
7525,MADELEINE MEILLEUR PRIV @ VANIER PKWY,369654.8152,5033359.306,-75.67104781,45.43715791,2/8/2015,18:54,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Vanier North
7526,MER BLEUE RD btwn DU PALAIS ST & DU DOMAINE ST,383797.7711,5032895.949,-75.49037742,45.43153421,4/16/2015,11:07,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Chapel Hill South
7527,ALBERT ST @ BANK ST,367386.2493,5031424.242,-75.70028687,45.41995359,4/16/2015,11:10,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
7528,BASELINE RD/HWY 416 RICHMOND IC75R53 @ RICHMON,358634.9205,5021821.271,-75.81314758,45.33427439,4/10/2015,7:45,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
7529,RICHMOND RD @ STONEHAVEN DR,356780.9054,5015893.353,-75.83742214,45.28107397,4/10/2015,12:37,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Bridlewood - Emerald Meadows
7530,CAMPEAU DR @ TERON RD/COLCHESTER SQ,352563.7595,5020467.586,-75.89073236,45.32253319,2/27/2015,18:20,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Beaverbrook
7531,MCCORMICK ST btwn GRANT ST & WELLINGTON ST W,365302.0932,5029407.099,-75.72716286,45.40198717,2/27/2015,17:28,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle,Civi
7532,HERRIDGE ST @ MAIN ST,369217.7479,5030047.105,-75.67706678,45.40739636,2/19/2015,8:32,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Old Ottawa East
7533,RIVER RD btwn RIDEAU FOREST DR & KILBY LANE,370835.7687,5008783.4,-75.65923267,45.21591988,2/15/2015,15:09,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Manotick
7534,DALY AVE @ NICHOLAS ST,368227.701,5032046.935,-75.68945589,45.42548058,3/10/2015,6:10,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Byward Market - Parliament Hill
7535,DALMENY RD btwn STAGECOACH RD & 4TH LINE RD,378049.5958,4999352.808,-75.56878183,45.13035265,3/10/2015,6:20,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,07 - SMV other,Kars - Osgoode
7536,SOMERSET ST    W btwn BREEZEHILL AVE N & PRESTON ST,366287.4576,5030120.34,-75.71448832,45.40831887,3/4/2015,8:22,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Little Italy
7537,WOODROFFE AVE @ KNOXDALE RD/MEDHURST DR,363419.6899,5021825.041,-75.7521057,45.33392491,3/4/2015,1:29,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,07 - SMV other,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
7538,OLD INNES RD btwn BANTREE ST & END,373614.6246,5030283.304,-75.62087039,45.4091031,2/24/2015,13:37,01 - Clear,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Industrial Park
7539,WALLER ST btwn NICHOLAS ST & STEWART ST,368372.5103,5032000.305,-75.68761158,45.42504788,2/21/2015,10:45,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
7540,KING EDWARD AVE @ ST. PATRICK ST,368247.7374,5032823.107,-75.68909987,45.43246249,3/24/2015,18:00,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Byward Market
7541,PRINCE OF WALES DR btwn WELLSMERE CRT & RIDEAU HEIGHTS LANE,367437.0591,5022603.957,-75.7007567,45.34058635,3/27/2015,9:10,03 - Snow,06 - Ice,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Industrial Park
7542,BASELINE RD @ CLYDE AVE,364358.7033,5024890.031,-75.73975733,45.36142426,4/15/2015,9:58,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Braemar Park - Bel Air Heights - Copeland Park
7543,QUEEN ST btwn O'CONNOR ST & METCALFE ST,367636.0786,5031670.577,-75.69706351,45.42214763,2/25/2015,8:26,03 - Snow,04 - Slush,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Downtown
7544,AIRPORT PKWY btwn RAMP & RAMP (4),371313.6149,5021660.23,-75.65142433,45.33173815,3/19/2015,5:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,03 - Dawn,03 - P.D. only,07 - SMV other,Hunt Club - Ottawa Airport
7545,GREENBANK RD @ STRANDHERD DR,363933.9995,5014786.65,-75.74638405,45.27055054,3/18/2015,22:11,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,New Barrhaven
7546,BANK ST btwn SCRIVENS DR & JOHN QUINN RD,382890.718,5011022.746,-75.50541917,45.23483552,3/13/2015,19:04,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Osgoode
7547,BELFAST RD @ ST. LAURENT BLVD,372860.7241,5030579.044,-75.63045976,45.41183775,1/19/2015,23:24,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Industrial Park
7548,RIVERSIDE DR @ HERON RD,368121.1049,5026646.739,-75.69151129,45.37690093,1/15/2015,22:27,03 - Snow,05 - Packed snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Riverside Park
7549,STAGECOACH RD btwn KAYCOURT DR & BELMEADE RD,379287.595,4996337.79,-75.55349397,45.10309469,3/21/2015,1:41,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Kars - Osgoode
7550,GREENBANK RD @ STRANDHERD DR,363932.72,5014783.935,-75.74640068,45.27052622,3/21/2015,15:19,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,New Barrhaven
7551,HUNT CLUB RD @ RIVERSIDE DR,368035.7391,5021946.944,-75.69320231,45.33462097,3/31/2015,7:29,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Hunt Club Woods - Quintarra - Revelstoke - Riverside South P
7552,STAGECOACH RD btwn DALMENY RD & FAWN LANE,378234.5302,4998467.755,-75.56656097,45.12236991,3/27/2015,13:05,01 - Clear,99 - Other,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Kars - Osgoode
7553,BASELINE RD @ SANDCASTLE DR,359629.3327,5021988.606,-75.80044278,45.33570308,3/10/2015,12:53,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,02 - Angle,Briar Green - Leslie Park
7554,CENTRAL PARK DR S @ MERIVALE RD,364988.2456,5025599.525,-75.73163578,45.36775441,2/11/2015,20:18,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Civic Hospital - Experimental Farm - Central Park
7555,PLEASANT PARK RD @ ST. LAURENT BLVD,373596.764,5028795.068,-75.62130615,45.3957144,4/16/2015,11:33,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Urbandale
7556,GOULBURN AVE @ SOMERSET ST,369471.9141,5031989.782,-75.67356521,45.42485241,4/16/2015,13:35,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Sandy Hill
7557,BRIGADE AVE @ STITTSVILLE MAIN ST,350951.3974,5012496.695,-75.91203976,45.2509166,4/10/2015,12:00,01 - Clear,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,99 - Other,Stittsville
7558,WOODROFFE AVE @ SPORTSPLEX N,363763.8612,5021068.051,-75.74780517,45.32708473,4/10/2015,15:26,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Merivale Gardens - Grenfell Glen - Pineglen - Country Place
7559,DUNDAS ST @ MCARTHUR AVE,369974.7115,5032663.138,-75.6670516,45.43086433,2/27/2015,17:18,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Vanier South
7560,MONTREAL RD/HANNAH ST @ CODY AVE,370254.7435,5033169.607,-75.66340577,45.43539518,2/27/2015,15:59,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Vanier
7561,O'CONNOR ST @ WELLINGTON ST,367414.6631,5031721.137,-75.69988611,45.42262241,2/15/2015,15:10,03 - Snow,06 - Ice,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Downtown
7562,PRINCE OF WALES DR btwn WATERBEND LANE & TURN LANE,367417.9429,5021641.983,-75.70112232,45.33193239,3/9/2015,12:41,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Industrial Park
7563,KNOXDALE RD @ WEST HUNT CLUB RD,361862.7218,5020583.031,-75.77211167,45.32287767,3/9/2015,21:28,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
7564,GREENBANK RD btwn WEST HUNT CLUB RD & FALLOWFIELD RD,361605.2497,5020215.833,-75.77543782,45.31959451,3/3/2015,20:10,03 - Snow,03 - Loose snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,01 - Approaching,Greenbelt
7565,RICHMOND RD @ TWEEDSMUIR AVE,363519.8667,5028483.362,-75.7500365,45.3938273,3/3/2015,18:55,03 - Snow,05 - Packed snow,02 - Stop sign,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Westboro
7566,BOOTH ST btwn 148 N OF MIDDLE ST/E.B. EDDY S & MIDDLE ST,366078.2562,5031346.604,-75.71700819,45.41937081,2/20/2015,18:15,01 - Clear,02 - Wet,10 - No control,07 - Overpass or bridge,07 - Dark,03 - P.D. only,07 - SMV other,LeBreto
7567,MCLEOD ST S @ CARTIER ST,368596.0235,5030845.101,-75.68490519,45.41463341,3/27/2015,10:26,01 - Clear,02 - Wet,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Golden Triangle
7568,BRONSON AVE @ FIRST AVE,367488.7435,5029237.044,-75.6992555,45.40026467,3/27/2015,13:36,01 - Clear,03 - Loose snow,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,The Glebe
7569,ENCORE PRIV btwn Continuation of ENCORE PRIV & Continuation of ENCORE ,365396.6533,5025309.444,-75.72645809,45.36510912,4/14/2015,15:45,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Cityview - Skyline - Fisher Heights
7570,MERIVALE RD btwn AMBERWOOD CRES & FALLOWFIELD RD,366836.2909,5018978.325,-75.70887593,45.30801683,4/14/2015,16:15,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
7571,DAVID MANCHESTER RD btwn Continuation of DAVID MANCHESTER RD & HAZELDE,345984.8673,5012628.814,-75.97529866,45.25241366,3/18/2015,21:33,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Stittsville - Basswood
7572,MONTREAL RD btwn ELWOOD ST & BECKENHAM LANE,374447.1611,5034391.37,-75.60965481,45.44598291,3/18/2015,20:20,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,07 - SMV other,Beacon Hill South - Cardinal Heights
7573,BANK ST btwn CAMERON AVE & CHESLEY ST,368989.2634,5028212.124,-75.68022416,45.3909068,3/13/2015,14:31,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Old Ottawa South
7574,ST. LAURENT BLVD @ MCARTHUR AVE,371920.7551,5032886.129,-75.64215306,45.43268664,3/13/2015,14:06,03 - Snow,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Cummings
7575,BANK ST @ QUEENSDALE AVE,373336.7429,5023445.995,-75.62536903,45.34761115,1/14/2015,20:38,01 - Clear,06 - Ice,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill
7576,HIGHWAY 417 btwn HWY417 IC126 RAMP16 & HWY417 IC126 RAMP61,363114.8498,5025800.434,-75.75552581,45.36972054,2/5/2015,17:52,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Carlingwood West - Glabar Park - McKellar Heights
7577,RIOCAN AVE btwn MARKETPLACE AVE & END,364330.5548,5014683.862,-75.74134303,45.2695922,3/21/2015,15:53,02 - Rain,02 - Wet,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,New Barrhaven
7578,BAY ST @ WELLINGTON ST,366815.6619,5031350.121,-75.70758634,45.41933748,3/31/2015,13:50,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
7579,ALBION RD/COLLISTON CRES E @ WALKLEY RD,371032.6491,5026356.166,-75.65437943,45.37401729,3/31/2015,14:12,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Ledbury - Heron Gate - Ridgemont - Elmwood
7580,BATEMAN DR btwn BELLMAN DR & DUNBAR CRT,361482.4748,5020883.461,-75.7769273,45.32561175,3/24/2015,8:14,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Woodvale - Craig Henry - Manordale - Estates of Arlington Wo
7581,MERIVALE RD/LOTTA AVE @ CLYDE AVE,364520.7344,5024507.044,-75.73773553,45.35796441,2/13/2015,14:29,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Cityview - Skyline - Fisher Heights
7582,PHELAN RD    W btwn FOURTH LINE RD & THIRD LINE RD S,365205.8777,5001009.681,-75.73184689,45.14647612,2/12/2015,16:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Manotick - North Gower
7583,BASELINE RD @ FARLANE BLVD,365356.6921,5025518.015,-75.7269426,45.36698926,4/16/2015,15:40,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Civic Hospital - Experimental Farm - Central Park
7584,ALTA VISTA DR @ SMYTH RD,370434.6436,5029080.112,-75.66165137,45.39858267,4/16/2015,15:10,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Alta Vista
7585,MERIVALE RD btwn WITHROW AVE & RITA AVE,364635.682,5024242.709,-75.73630048,45.35557616,4/10/2015,16:24,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Cityview - Skyline - Fisher Heights
7586,CAMPEAU DR/HWY 417 MARCH IC138R63 @ MARCH RD,352842.5888,5020476.949,-75.88717495,45.32259842,4/10/2015,17:36,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Greenbelt
7587,MONTREAL RD @ 46 E OF HILLSIDE DR/MONTREAL SQU,371749.96,5033917.172,-75.64419546,45.44197985,2/27/2015,14:32,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Cummings
7588,QUEEN ST btwn O'CONNOR ST & METCALFE ST,367573.2036,5031632.7,-75.69787169,45.42181247,2/27/2015,14:05,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Downtown
7589,BARNSDALE RD W @ CEDARVIEW RD W,363536.2011,5009760.301,-75.75204707,45.22535647,2/9/2015,12:26,01 - Clear,03 - Loose snow,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,New Barrhaven
7590,HERON RD @ 155 W OF BANK ST/CANADIAN TIRE SC,369850.7154,5026830.051,-75.66940565,45.37839187,1/31/2015,21:03,03 - Snow,03 - Loose snow,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Alta Vista
7591,ST. DENIS ST btwn TABOR AVE & BRADLEY AVE,370309.832,5033757.977,-75.66262344,45.44068392,3/9/2015,16:10,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Vanier North
7592,MACDONALD-CARTIER BR RAMP SB-1 btwn MACDONALD-CARTIER BR & CATHCART ST,367636.6005,5033158.771,-75.69686695,45.43553786,3/3/2015,18:53,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Lower Town
7593,BANK ST @ HERON RD,369996.6839,5026851.06,-75.66753929,45.37856734,2/13/2015,14:52,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Alta Vista
7594,HIGHWAY 417 btwn HWY417 IC121B RAMP16 & HWY417 IC121A RAMP16,366935.6438,5029641.244,-75.70626882,45.40395085,9/30/2015,14:55,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Centretown West
