Record,Location,X,Y,lon,lat,Date,Time,Environment,Road_Surface,Traffic_Control,Collision_Location,Light,Collision_Classification,Impact_type,Neighborhood
8722,LANTHIER DR @ VANTAGE DR,383599.2605,5035850.437,-75.49244094,45.45813851,2016-01-11,17:15,01 - Clear,06 - Ice,02 - Stop sign,02 - Intersection related,05 - Dusk,03 - P.D. only,03 - Rear end,Avalon
8723,LANTHIER DR @ VANTAGE DR,383600.0109,5035849.687,-75.49243146,45.45813168,2016-01-12,15:17,04 - Freezing Rain,06 - Ice,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Avalon
8724,LANTHIER DR @ VANTAGE DR,383600.088,5035848.336,-75.49243069,45.45811952,2016-01-14,11:41,01 - Clear,06 - Ice,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Avalon
8725,LANTHIER DR @ VANTAGE DR,383601.5896,5035848.975,-75.49241139,45.4581251,2016-12-09,17:42,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Avalon
8726,LANTHIER DR @ VANTAGE DR,383599.9333,5035849.389,-75.4924325,45.45812901,2016-12-09,15:30,01 - Clear,06 - Ice,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Avalon
8727,LAPERRIERE AVE btwn CHURCHILL AVE S & MCBRIDE ST,364049.5418,5026660.22,-75.74349099,45.37737836,2016-03-10,17:15,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Carlington
8728,LAPERRIERE AVE btwn CLYDE AVE & BELLEVUE AVE,363821.8033,5026522.97,-75.74641495,45.37616263,2016-04-28,10:03,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Carlington
8729,LAPERRIERE AVE btwn LARKIN ST & COLDREY AVE,364299.1244,5026820.529,-75.74028524,45.37879965,2016-10-11,13:40,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,03 - Rear end,Carlington
8730,LAPERRIERE AVE btwn MCBRIDE ST & LADY ELLEN PL,364078.1464,5026681.501,-75.74312324,45.37756743,2016-01-18,9:45,01 - Clear,04 - Slush,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Carlington
8731,LARCH ST @ PRESTON ST,366437.4648,5029831.469,-75.71260825,45.40570649,2016-07-16,13:04,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Little Italy
8732,LARGO CRES btwn DALLAS PL & SPRING GARDEN AVE,364746.686,5022927.332,-75.73504329,45.34373109,2016-09-17,1:55,00 - Unknown,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Crestview - Meadowlands
8733,LARKIN DR btwn LAMING ST & CARROLL CRT,362041.2462,5015661.473,-75.77040283,45.27857886,2016-12-14,19:27,01 - Clear,06 - Ice,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Barrhaven West - Old Barrhaven
8734,LARKIN DR btwn LAMING ST & CARROLL CRT,362046.6613,5015667.096,-75.77033317,45.27862902,2016-11-22,18:54,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Barrhaven West - Old Barrhaven
8735,LAROSE AVE @ MERIVALE RD,364846.04,5026967.324,-75.73328472,45.38007382,2016-01-29,11:35,03 - Snow,02 - Wet,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,Carlington
8736,LAROUCHE ST btwn MCARTHUR AVE & STEVENS AVE,370416.1759,5032551.422,-75.66142507,45.42981788,2016-02-17,16:18,01 - Clear,03 - Loose snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Vanier South
8737,LASIANDRA LANE btwn LADY SLIPPER WAY & WHITETAIL DR,344020.4707,5012153.55,-76.00036189,45.24824923,2016-04-03,7:23,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Stittsville - Basswood
8738,LASSITER TER S @ OGILVIE RD,375509.1078,5034863.703,-75.59601305,45.45012606,2016-10-17,10:45,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,05 - Turning movement,Beacon Hill North
8739,LATOUR CRES btwn GARDENWAY DR & GARDENWAY DR,383907.0023,5036811.833,-75.48835194,45.46675351,2016-01-22,7:32,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,03 - Dawn,03 - P.D. only,02 - Angle,Fallingbrook
8740,LAUREL ST btwn PRESTON ST & END,366401.0832,5029899.097,-75.71306452,45.40631819,2016-04-25,12:36,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,99 - Other,Little Italy
8741,LAUREL ST btwn PRESTON ST & END,366316.2778,5029862.559,-75.71415234,45.40599689,2016-04-24,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Little Italy
8742,LAURIER AVE   E btwn COPERNICUS ST & RING LANE,368683.1237,5032000.192,-75.68364269,45.42501856,2016-03-12,19:15,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Sandy Hill
8743,LAURIER AVE   E btwn CUMBERLAND ST & COPERNICUS ST,368659.1206,5031986.851,-75.68395112,45.42490072,2016-08-09,16:12,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8744,LAURIER AVE   E btwn GOULBURN AVE & MARLBOROUGH AVE,369289.2749,5032368.017,-75.67584937,45.42827249,2016-04-03,23:54,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,05 - Turning movement,Sandy Hill
8745,LAURIER AVE   E btwn HENDERSON AVE & NELSON ST,368831.3427,5032090.668,-75.68173704,45.42581908,2016-07-02,12:11,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,Sandy Hill
8746,LAURIER AVE   E btwn HENDERSON AVE & NELSON ST,368823.9363,5032086.228,-75.68183226,45.42577981,2016-01-30,23:37,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Sandy Hill
8747,LAURIER AVE   E btwn LAURIER AVE W & NICHOLAS ST,368288.7432,5031747.188,-75.68871454,45.42277803,2016-09-14,16:22,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Sandy Hill
8748,LAURIER AVE   E btwn LAURIER AVE W & NICHOLAS ST,368285.8523,5031744.854,-75.68875178,45.42275729,2016-07-05,15:56,01 - Clear,01 - Dry,10 - No control,07 - Overpass or bridge,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Sandy Hill
8749,LAURIER AVE   E btwn LAURIER AVE W & NICHOLAS ST,368355.4153,5031786.195,-75.68785763,45.42312294,2016-09-06,14:16,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8750,LAURIER AVE   E btwn NELSON ST & SWEETLAND AVE,368930.1665,5032150.659,-75.68046648,45.4263498,2016-10-21,19:29,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,02 - Angle,Sandy Hill
8751,LAURIER AVE   E btwn RUSSELL AVE & CHAPEL ST,369111.9035,5032260.853,-75.67812988,45.4273246,2016-02-16,8:30,03 - Snow,05 - Packed snow,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Sandy Hill
8752,LAURIER AVE   E btwn RUSSELL AVE & CHAPEL ST,369109.6338,5032259.275,-75.67815908,45.42731061,2016-04-09,23:09,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Sandy Hill
8753,LAURIER AVE   E btwn RUSSELL AVE & CHAPEL ST,369114.886,5032262.014,-75.67809161,45.42733477,2016-05-18,19:59,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8754,LAURIER AVE   W btwn BANK ST & O'CONNOR ST,367542.8121,5031300.785,-75.69830227,45.41882874,2016-10-24,13:16,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Downtown
8755,LAURIER AVE   W btwn BANK ST & O'CONNOR ST,367617.7294,5031346.99,-75.69733921,45.41923775,2016-04-16,18:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle,Downtown
8756,LAURIER AVE   W btwn BAY ST & LYON ST N,367141.9887,5031063.503,-75.70345332,45.41672958,2016-05-27,11:20,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Downtown
8757,LAURIER AVE   W btwn BRONSON AVE & PERCY ST,366850.5846,5030887.694,-75.70719838,45.4151736,2016-11-07,10:15,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,02 - Angle,Downtown
8758,LAURIER AVE   W btwn ELGIN ST & QUEEN ELIZABETH DRWY/LAURIER AVE WB ON,368045.4035,5031607.871,-75.69184161,45.42154654,2016-03-10,17:13,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,01 - Approaching,Golden Triangle
8759,LAURIER AVE   W btwn ELGIN ST & QUEEN ELIZABETH DRWY/LAURIER AVE WB ON,367975.1377,5031565.701,-75.6927448,45.42117346,2016-03-03,8:58,01 - Clear,02 - Wet,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,99 - Other,Golden Triangle
8760,LAURIER AVE   W btwn ELGIN ST & QUEEN ELIZABETH DRWY/LAURIER AVE WB ON,367994.2586,5031573.178,-75.69249953,45.42123901,2016-11-02,18:08,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,03 - Rear end,Golden Triangle
8761,LAURIER AVE   W btwn KENT ST & BANK ST,367404.0812,5031219.266,-75.70008509,45.41810768,2016-10-29,19:08,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,02 - Non-fatal injury,05 - Turning movement,Downtown
8762,LAURIER AVE   W btwn KENT ST & BANK ST,367462.8875,5031253.187,-75.69932946,45.41840763,2016-06-09,9:54,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
8763,LAURIER AVE   W btwn KENT ST & BANK ST,367404.1975,5031219.433,-75.70008358,45.41810917,2016-09-26,13:27,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Downtown
8764,LAURIER AVE   W btwn LYON ST N & KENT ST,367263.9727,5031134.066,-75.70188593,45.4173536,2016-05-25,16:15,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,99 - Other,Downtown
8765,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367854.7085,5031490.925,-75.69429307,45.42051151,2016-05-12,14:50,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Downtown
8766,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367889.5104,5031511.766,-75.69384575,45.4206959,2016-09-13,16:15,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Downtown
8767,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367870.5379,5031500.578,-75.69408958,45.42059694,2016-07-15,8:41,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
8768,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367937.474,5031541.935,-75.69322906,45.42096302,2016-04-05,16:09,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Downtown
8769,LAURIER AVE   W btwn METCALFE ST & ELGIN ST,367801.4802,5031457.171,-75.69497746,45.4202126,2016-11-23,11:39,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
8770,LAURIER AVE   W btwn PERCY ST & BAY ST,367011.8815,5030984.633,-75.7051255,45.41603151,2016-08-07,16:49,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
8771,LAURIER AVE   W btwn PERCY ST & BAY ST,366966.1542,5030956.391,-75.70571326,45.41578146,2016-10-07,9:07,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,05 - Turning movement,Downtown
8772,LAURIER AVE   W btwn QUEEN ELIZABETH DRWY/LAURIER AVE EB OFF RAMP & LA,368174.7932,5031681.444,-75.69017896,45.42219682,2016-06-21,18:11,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Golden Triangle
8773,LAURIER AVE   W btwn QUEEN ELIZABETH DRWY/LAURIER AVE WB ON RAMP & QUE,368078.9034,5031625.904,-75.69141127,45.42170577,2016-07-15,22:03,02 - Rain,02 - Wet,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Golden Triangle
8774,LAURIER AVE  E btwn 73 E OF WALLER ST & CUMBERLAND ST,368593.0938,5031944.852,-75.68480022,45.42452885,2016-08-22,13:45,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8775,LAURIER AVE @ LYON ST,367153.3051,5031067.788,-75.7033082,45.41676712,2016-09-01,7:49,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,01 - Fatal injury,05 - Turning movement,Downtown
8776,LAURIER AVE @ LYON ST,367153.4717,5031069.241,-75.70330589,45.41678018,2016-04-08,14:26,01 - Clear,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Downtown
8777,LAURIER AVE @ LYON ST,367153.1101,5031068.8,-75.70331056,45.41677625,2016-04-19,5:54,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,02 - Angle,Downtown
8778,LAURIER AVE @ MARLBOROUGH AVE,369324.9305,5032386.489,-75.67539133,45.42843541,2016-12-14,15:01,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,02 - Non-fatal injury,02 - Angle,Sandy Hill
8779,LAURIER AVE @ MARLBOROUGH AVE,369325.0438,5032387.584,-75.67538974,45.42844525,2016-12-18,15:52,01 - Clear,04 - Slush,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Sandy Hill
8780,LAURIER AVE @ NELSON ST,368878.1087,5032116.799,-75.68113608,45.42604991,2016-05-10,12:54,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
8781,LAURIER AVE @ NELSON ST,368876.6204,5032117.8,-75.68115496,45.42605906,2016-11-11,12:49,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Sandy Hill
8782,LAURIER AVE @ NICHOLAS ST,368375.2933,5031799.512,-75.68760193,45.42324096,2016-09-01,17:05,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Sandy Hill
8783,LAURIER AVE @ NICHOLAS ST,368375.3357,5031797.458,-75.68760165,45.42322247,2016-05-10,12:10,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Sandy Hill
8784,LAURIER AVE @ NICHOLAS ST,368374.4652,5031797.028,-75.68761283,45.42321868,2016-10-03,11:42,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Sandy Hill
8785,LAURIER AVE @ NICHOLAS ST,368372.6903,5031798.507,-75.68763532,45.42323215,2016-11-25,8:30,01 - Clear,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,02 - Non-fatal injury,03 - Rear end,Sandy Hill
8786,LAURIER AVE @ NICHOLAS ST,368374.0165,5031798.772,-75.68761834,45.42323442,2016-03-01,7:35,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
8787,LAURIER AVE @ NICHOLAS ST,368372.4651,5031798.27,-75.68763823,45.42323004,2016-10-01,22:57,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,05 - Turning movement,Sandy Hill
8788,LAURIER AVE @ NICHOLAS ST,368373.5588,5031798.357,-75.68762424,45.42323072,2016-06-18,3:09,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,05 - Turning movement,Sandy Hill
8789,LAURIER AVE @ NICHOLAS ST,368374.4502,5031798.658,-75.68761281,45.42323335,2016-08-29,14:17,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8790,LAURIER AVE @ NICHOLAS ST,368373.5695,5031798.495,-75.68762409,45.42323197,2016-05-01,13:46,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
8791,LAURIER AVE @ NICHOLAS ST,368374.1366,5031799.257,-75.68761674,45.42323877,2016-05-05,6:21,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
8792,LAURIER AVE @ NICHOLAS ST,368375.4887,5031796.455,-75.68759983,45.42321344,2016-05-05,18:27,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
8793,LAURIER AVE @ NICHOLAS ST,368373.6614,5031798.283,-75.68762294,45.42323005,2016-06-13,13:07,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
8794,LAURIER AVE @ NICHOLAS ST,368372.6963,5031798.658,-75.68763522,45.42323351,2016-01-12,22:30,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,03 - Rear end,Sandy Hill
8795,LAURIER AVE @ NICHOLAS ST,368373.6712,5031798.207,-75.68762282,45.42322936,2016-01-20,6:43,01 - Clear,04 - Slush,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,03 - Rear end,Sandy Hill
8796,LAURIER AVE @ NICHOLAS ST,368373.859,5031798.048,-75.68762045,45.42322792,2016-01-12,23:30,03 - Snow,03 - Loose snow,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Sandy Hill
8797,LAURIER AVE @ NICHOLAS ST,368373.9033,5031798.004,-75.68761989,45.42322752,2016-03-28,12:21,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Sandy Hill
8798,LAURIER AVE @ NICHOLAS ST,368372.9784,5031798.05,-75.6876317,45.42322802,2016-09-14,20:05,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Sandy Hill
8799,LAURIER AVE @ NICHOLAS ST,368372.5393,5031797.611,-75.68763736,45.42322411,2016-09-26,9:00,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
8800,LAURIER AVE @ NICHOLAS ST,368373.4145,5031798.33,-75.68762609,45.4232305,2016-04-08,21:06,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,07 - Dark,03 - P.D. only,04 - Sideswipe,Sandy Hill
8801,LAURIER AVE @ NICHOLAS ST,368373.637,5031798.684,-75.6876232,45.42323366,2016-10-10,16:30,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Sandy Hill
8802,LAURIER AVE @ NICHOLAS ST,368373.8491,5031799.005,-75.68762045,45.42323653,2016-11-03,14:33,02 - Rain,02 - Wet,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8803,LAURIER AVE @ NICHOLAS ST,368378.5209,5031794.964,-75.68756128,45.42319974,2016-08-06,12:10,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8804,LAURIER AVE @ NICHOLAS ST,368372.8088,5031796.2,-75.6876341,45.42321139,2016-09-20,16:52,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8805,LAURIER AVE @ NICHOLAS ST,368374.5838,5031798.98,-75.68761106,45.42323624,2016-12-01,8:50,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Sandy Hill
8806,LAURIER AVE @ O'CONNOR ST,367636.4812,5031358.358,-75.69709818,45.41933835,2016-06-29,7:22,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,05 - Turning movement,Downtown
8807,LAURIER AVE @ O'CONNOR ST,367636.9015,5031358.824,-75.69709275,45.41934251,2016-01-13,15:35,01 - Clear,03 - Loose snow,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Downtown
8808,LAURIER AVE @ O'CONNOR ST,367636.1487,5031359.291,-75.69710231,45.41934678,2016-09-09,15:34,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
8809,LAURIER AVE @ O'CONNOR ST,367636.4734,5031358.577,-75.69709826,45.41934032,2016-08-08,16:44,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,05 - Turning movement,Downtown
8810,LAURIER AVE @ O'CONNOR ST,367637.4011,5031358.732,-75.69708638,45.41934164,2016-11-05,10:45,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
8811,LAURIER AVE @ O'CONNOR ST,367635.8725,5031358.991,-75.69710588,45.4193441,2016-10-19,9:50,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
8812,LAURIER AVE @ O'CONNOR ST,367635.0444,5031357.335,-75.69711667,45.41932928,2016-11-08,8:14,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,04 - Sideswipe,Downtown
8813,LAURIER AVE @ QUEEN ELIZABETH DRWY/LAURIER AVE,368076.8812,5031625.433,-75.69143717,45.42170171,2016-03-22,22:29,02 - Rain,02 - Wet,01 - Traffic signal,03 - At intersection,07 - Dark,02 - Non-fatal injury,07 - SMV other,Downtown
8814,LAURIER AVE @ QUEEN ELIZABETH DRWY/LAURIER AVE,368075.292,5031624.092,-75.69145765,45.42168979,2016-06-01,19:14,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Golden Triangle
8815,LAURIER AVE @ QUEEN ELIZABETH DRWY/LAURIER AVE,368075.5805,5031624.614,-75.6914539,45.42169446,2016-07-26,15:11,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Golden Triangle
8816,LAURIER AVE @ WALLER ST/TRANSITWAY,368453.9601,5031858.636,-75.68658915,45.42376578,2016-06-30,7:26,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,02 - Non-fatal injury,07 - SMV other,Sandy Hill
8817,LAURIER AVE @ WALLER ST/TRANSITWAY,368454.2368,5031858.995,-75.68658557,45.42376899,2016-10-26,19:10,01 - Clear,01 - Dry,01 - Traffic signal,02 - Intersection related,07 - Dark,03 - P.D. only,04 - Sideswipe,Sandy Hill
8818,LAURIER AVE @ WALLER ST/TRANSITWAY,368454.9547,5031859.86,-75.68657628,45.42377671,2016-06-27,15:47,01 - Clear,01 - Dry,01 - Traffic signal,03 - At intersection,01 - Daylight,03 - P.D. only,02 - Angle,Sandy Hill
8819,LAURIN CRES btwn PRESTONE DR & PRESTONE DR,383065.2033,5038079.9,-75.49891351,45.47825726,2016-05-13,21:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,05 - Dusk,03 - P.D. only,06 - SMV unattended vehicle,Queenswood Heights
8820,LAVAL ST @ MARIER AVE,369707.213,5033852.224,-75.67031315,45.44158812,2016-12-19,21:15,01 - Clear,05 - Packed snow,02 - Stop sign,02 - Intersection related,07 - Dark,03 - P.D. only,07 - SMV other,Vanier North
8821,LAVAL ST btwn LOYER ST & ST. CHARLES ST,369424.3994,5033581.113,-75.67396348,45.43917498,2016-10-05,18:36,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,07 - Dark,03 - P.D. only,06 - SMV unattended vehicle,Vanier North
8822,LAVERGNE ST btwn DES PERES BLANCS AVE & PERRIER AVE,370312.8629,5033900.772,-75.6625657,45.44196844,2016-10-27,0:00,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,00 - Unknown,03 - P.D. only,06 - SMV unattended vehicle,Vanier North
8823,LAWN AVE btwn WOODLAND AVE & ANCASTER AVE,361627.2012,5025974.443,-75.77449624,45.37140846,2016-06-04,17:12,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,06 - SMV unattended vehicle,Carlingwood West - Glabar Park - McKellar Heights
8824,LAWRENCE ST btwn CARACOURT DR & TALBOT ST,386146.3277,5002682.83,-75.46532258,45.15942902,2016-10-11,20:25,01 - Clear,01 - Dry,10 - No control,01 - Non intersection,07 - Dark,03 - P.D. only,07 - SMV other,Vernon
8825,LEACOCK DR btwn PENTLAND CRES & PENTLAND CRES,351490.3588,5020811.988,-75.90439128,45.32570442,2016-05-10,16:11,01 - Clear,01 - Dry,10 - No control,04 - At/near private drive,01 - Daylight,03 - P.D. only,99 - Other,Beaverbrook
8826,LEASIDE AVE @ MERIVALE RD,364875.6201,5027276.232,-75.73286946,45.38285078,2016-07-26,18:53,01 - Clear,01 - Dry,02 - Stop sign,03 - At intersection,01 - Daylight,03 - P.D. only,07 - SMV other,Carlington
8827,LEBOUTILLIER AVE @ MONTREAL RD,372514.306,5034284.098,-75.63437564,45.44520765,2016-06-16,15:30,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Carson Grove - Carson Meadows
8828,LEBOUTILLIER AVE @ MONTREAL RD,372514.306,5034284.098,-75.63437564,45.44520765,2016-03-10,12:18,01 - Clear,01 - Dry,02 - Stop sign,02 - Intersection related,01 - Daylight,03 - P.D. only,03 - Rear end,Carson Grove - Carson Meadows
